name,domain,getapp_logo,clearbit_logo,desc,rating,num_reviews,cat,subcat,getapp_cat_link
PerformYard Talent,,https://ga1.imgix.net/logo/o/109359-1503518457-1806378?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Goal & performance management software,4.67,21,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=4
Capabiliti,,https://ga1.imgix.net/logo/o/102393-1451911843-6596262?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Omni-channel training, assessment and engagement platform",4.75,20,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=4
OnTheClock.com,,https://ga0.imgix.net/logo/o/104901-1472109006-6532907?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Cloud-based employee time clock app,4.73,188,hr-employee-management-software,absence-leave-management,https://www.getapp.com/hr-employee-management-software/absence-leave-management/
AppsForOps Time Off,,https://ga0.imgix.net/logo/o/103581-1479990947-4201198?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Time Off management,4.88,16,hr-employee-management-software,absence-leave-management,https://www.getapp.com/hr-employee-management-software/absence-leave-management/
Zoho People,,https://ga0.imgix.net/logo/o/90634-1498721612-069214?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Human Resources Information System,4.4,120,hr-employee-management-software,absence-leave-management,https://www.getapp.com/hr-employee-management-software/absence-leave-management/
ONEMINT,,https://ga1.imgix.net/logo/o/105049-1498808609-7980509?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"HR, payroll, time & attendance, recruitment, and scheduling",4.57,7,hr-employee-management-software,absence-leave-management,https://www.getapp.com/hr-employee-management-software/absence-leave-management/
Talentwunder,talentwunder.com,https://ga1.imgix.net/logo/o/109685-1504803155-2046654?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/talentwunder.com,Direct sourcing & social network search tool for recruiters,4.5,2,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=5
Management Feedback System,managementfeedback.com,https://ga1.imgix.net/logo/o/104915-1472552758-7951097?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Leadership performance improvement tool & self-assessment,5.0,2,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=5
SilkRoad Performance,,https://ga1.imgix.net/logo/o/100977-1422542415-718706?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Performance review solution,4.0,3,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=5
INTUO Perform,,https://ga0.imgix.net/logo/o/105397-1504189094-5830371?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Align business performance with employee skills & objectives,5.0,2,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=5
TalentGuard Performance Management,,https://ga0.imgix.net/logo/o/106718-1489416578-2689455?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Competency-based talent & performance appraisal,5.0,3,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=5
DeepTalent,deeptalent.com,https://ga0.imgix.net/logo/o/104949-1496069196-334701?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/deeptalent.com,Next Generation Talent Management,5.0,3,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=5
HR Partner,hrpartner.io,https://ga1.imgix.net/logo/o/106285-1485396912-158139?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/hrpartner.io,"Easy Time Off Management, Employee Records & Recruitment",4.67,3,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=5
Lumesse TalentLink,,https://ga1.imgix.net/logo/o/90961-3102949835.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Talent Management Solution,4.0,3,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=5
HiringBoss,,https://ga0.imgix.net/logo/o/20483-188417298.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,The Boss that works for you,5.0,4,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=5
Talentera,talentera.com,https://ga0.imgix.net/logo/o/106035-1481807396-880603?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/talentera.com,"Talent acquisition, recruitment, and applicant tracking",4.13,8,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=5
Comeet,comeet.co,https://ga1.imgix.net/logo/o/102295-1449660330-9391522?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/comeet.co,Collaborative recruiting + applicant tracking = better hires,4.79,17,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=4
talentReef,talentreef.com,https://ga0.imgix.net/logo/o/105279-1475678053-8646817?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/talentreef.com,All-in-one recruiting & talent management system,3.11,31,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=5
Bonusly,bonus.ly,https://ga0.imgix.net/logo/o/101223-1525288161-8506718?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/bonus.ly,Recognition and rewards that make work fun,4.8,5,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=5
Recruitive,recruitive.com,https://ga1.imgix.net/logo/o/106535-1494247125-611673?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/recruitive.com,"Talent management, applicant tracking & recruiting",5.0,5,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=5
absence.io,,https://ga0.imgix.net/logo/o/104251-1467046136-5501707?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Staff holiday and leave planner,4.95,20,hr-employee-management-software,absence-leave-management,https://www.getapp.com/hr-employee-management-software/absence-leave-management/
Workteam Time/Attendance,,https://ga1.imgix.net/logo/o/106105-1483960806-9388509?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Employee vacation & time off tracking platform,4.6,5,hr-employee-management-software,absence-leave-management,https://www.getapp.com/hr-employee-management-software/absence-leave-management/
Loopline Systems,loopline-systems.com,https://ga0.imgix.net/logo/o/102345-1450261906-3022594?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/loopline-systems.com,Performance management & feedback solution,4.83,6,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=5
Lanteria HR,,https://ga1.imgix.net/logo/o/104893-1472049287-453129?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Modular human resources solution for SharePoint,5.0,1,hr-employee-management-software,absence-leave-management,https://www.getapp.com/hr-employee-management-software/absence-leave-management/
PurelyHR : Time-Off,,https://ga0.imgix.net/logo/o/10195-1486496379-299936?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Customizable Time-Off Management System,4.53,275,hr-employee-management-software,absence-leave-management,https://www.getapp.com/hr-employee-management-software/absence-leave-management/
Youlab,youlab.fr,https://ga0.imgix.net/logo/o/104905-1472548745-2690089?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/youlab.fr,Talent management & employee engagement platform,,0,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=6
TestUP,testup.com,https://ga0.imgix.net/logo/o/100226-1406563105-479269?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/testup.com,The Online Pre-Employment Testing Solution,,0,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=6
TalentHarness,talentharness.com,https://ga0.imgix.net/logo/o/90878-2751195145.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/talentharness.com,"The complete talent management system for agencies, small business & teams",,0,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=6
viaPeople,viapeople.com,https://ga1.imgix.net/logo/o/9860-255887054.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/viapeople.com,Performance management & planning software,3.5,2,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=6
QuodeIt,quodeit.com,https://ga0.imgix.net/logo/o/106489-1487532262-3597102?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/quodeit.com,Technical screening software for testing programmer aptitude,,0,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=6
Talentia HCM,,https://ga1.imgix.net/logo/o/101847-1439462918-987336?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Manage your employees from hire to retire,,0,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=6
Owiwi,owiwi.co.uk,https://ga1.imgix.net/logo/o/111751-1515767852-655857?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/owiwi.co.uk,Game based assessment tools for recruitment & selection,5.0,1,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=6
Clockwise,,https://ga1.imgix.net/logo/o/107797-1497347568-51608?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Time & attendance tracking with QuickBooks integration,4.55,11,hr-employee-management-software,absence-leave-management,https://www.getapp.com/hr-employee-management-software/absence-leave-management/
Pilat,pilat.com,https://ga1.imgix.net/logo/o/105895-1510575408-7071555?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/pilat.com,Performance & Talent Management. Job Evaluation. 360 Feedbac,5.0,1,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=6
Bindle,,https://ga1.imgix.net/logo/o/104117-1494610569-859203?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Web-based employee leave management system,4.55,66,hr-employee-management-software,absence-leave-management,https://www.getapp.com/hr-employee-management-software/absence-leave-management/
TrackSmart Attendance,,https://ga0.imgix.net/logo/o/91323-1512115126-5199213?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Online Time & Attendance Software for Small Businesses,4.31,214,hr-employee-management-software,absence-leave-management,https://www.getapp.com/hr-employee-management-software/absence-leave-management/
Attendance Calendar,,https://ga1.imgix.net/logo/o/111151-1511989232-950299?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Online employee attendance tracking for small businesses,3.33,3,hr-employee-management-software,absence-leave-management,https://www.getapp.com/hr-employee-management-software/absence-leave-management/
Built for Teams,builtforteams.com,https://ga1.imgix.net/logo/o/108373-1498815296-7971299?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/builtforteams.com,Human resource information system (HRIS) for SMBs,4.72,54,hr-employee-management-software,absence-leave-management,https://www.getapp.com/hr-employee-management-software/absence-leave-management/
Timedox,,https://ga1.imgix.net/logo/o/112485-1518785037-2380145?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Time clock, fingerprint biometrics, time and attendance",4.86,7,hr-employee-management-software,absence-leave-management,https://www.getapp.com/hr-employee-management-software/absence-leave-management/
Replicon TimeAttend,,https://ga1.imgix.net/logo/o/1283-1446077203-2827134?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Cloud-based time tracking software for any business,4.49,156,hr-employee-management-software,absence-leave-management,https://www.getapp.com/hr-employee-management-software/absence-leave-management/
SafetySync,,https://ga0.imgix.net/logo/o/102755-1455889156-0799503?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Health & safety management system and training library,4.45,62,finance-accounting-software,risk-management,https://www.getapp.com/finance-accounting-software/risk-management/
Centranum,,https://ga1.imgix.net/logo/o/105037-1473253513-14475?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Talent management for knowledge based organizations,,0,hr-employee-management-software,talent-management,https://www.getapp.com/hr-employee-management-software/talent-management/?page=6
Avalara,,https://ga0.imgix.net/logo/o/91105-1507911372-677787?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Tax compliance done right,4.38,72,finance-accounting-software,risk-management,https://www.getapp.com/finance-accounting-software/risk-management/
Onspring,,https://ga0.imgix.net/logo/o/104157-1509988684-6181147?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Cloud-based solutions for audit, risk management, compliance",4.82,17,finance-accounting-software,risk-management,https://www.getapp.com/finance-accounting-software/risk-management/
Cority EHSQ Software,,https://ga1.imgix.net/logo/o/102793-1505142631-2256029?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Environment, health, and safety management software",4.17,6,finance-accounting-software,risk-management,https://www.getapp.com/finance-accounting-software/risk-management/
Synergi Life,,https://ga0.imgix.net/logo/o/102817-1456496582-4345648?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,QHSE and risk management software for enterprise customers,5.0,1,finance-accounting-software,risk-management,https://www.getapp.com/finance-accounting-software/risk-management/
TrackTik,,https://ga1.imgix.net/logo/o/109883-1505998887-846481?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Security Workforce Management Platform,4.29,63,finance-accounting-software,risk-management,https://www.getapp.com/finance-accounting-software/risk-management/
